district,date,N,P,K,pH,OC,EC,Zn,Fe,Cu,Mn,Soil_Moisture,Water_pH,Water_EC,TDS,Salinity,Hardness,Temperature,Rainfall,Humidity,Wind_Speed,Solar_Radiation,Crop,Soil_Type,Will_Grow,season
Deoghar,2042-07-06,111,54,474,5.24,0.76,1.52,1.5,17.92,3.95,12.18,27.52,8.05,2.85,240.8,0.7,374.6,14.8,183.3,82.2,3,156,Pulses,Red Lateritic,0,Kharif
East Singhbhum,2042-07-07,132,22,309,6.45,2.2,1.92,2.98,11.21,3.32,15.95,28.72,7.04,2.4,128.8,0.48,355.2,35.5,7.7,56.3,5.6,54.8,Vegetables,Sandy,0,Kharif
Dumka,2042-07-08,80,39,501,6.56,0.47,1.22,2.42,1.99,2.31,7.37,15.81,6.7,0.82,431.4,2.02,155,10.9,190.8,24.5,7.8,182.2,Millets,Black,0,Kharif
Simdega,2042-07-09,155,42,531,5.56,1.43,1.33,2.96,4.74,3.13,5.42,37.07,7.55,2.28,303.2,1.03,185.2,24.4,69.9,74.3,7.5,159.9,Vegetables,Black,1,Kharif
Garhwa,2042-07-10,351,26,399,5.47,1.79,0.26,0.88,14.37,1.02,2.61,10.53,6.64,0.85,137.4,1.97,270.7,12.5,50.8,97.7,6.6,85.2,Wheat,Sandy,0,Kharif
Lohardaga,2042-07-11,334,27,351,4.73,2.08,0.62,2.58,18.13,1.88,18.44,13,8.24,1.11,403,0.48,74.1,14.6,185.1,71.1,9,86.4,Millets,Sandy,0,Kharif
Koderma,2042-07-12,362,30,236,4.64,1.76,1.43,2.39,19.22,4.64,15.2,19.82,8.28,1.65,179.1,1.17,251.6,34.7,17.5,91.2,3.6,72.6,Pulses,Sandy,0,Kharif
Lohardaga,2042-07-13,398,52,389,5.39,1.15,0.2,3.8,17.04,1.19,14.04,29.68,7.32,0.92,329.5,0.8,163,18.5,109,34.1,14.4,91.8,Wheat,Sandy,0,Kharif
Hazaribagh,2042-07-14,285,21,241,8.27,0.39,0.96,0.5,4.83,2.16,15.55,27.7,7.91,1.6,153.7,1.2,302.8,23.8,195.5,42.6,10.8,87.4,Millets,Alluvial,0,Kharif
Gumla,2042-07-15,167,35,310,4.89,1.08,1.4,2.13,19.75,0.74,9.08,26.35,8.38,1.4,166.1,1.72,144.8,16.3,97.7,93.9,14.9,169.9,Wheat,Sandy,0,Kharif
Pakur,2042-07-16,110,15,600,8.22,0.87,1.56,0.76,8.33,1.33,19.59,36.04,6.18,0.57,434,0.74,232.5,33,32.3,36.3,8.2,228.3,Vegetables,Black,0,Kharif
Gumla,2042-07-17,148,11,386,8.24,0.45,1.95,1.85,16.53,3.74,9.25,36.49,8.21,0.69,326.4,0.22,309.1,31.6,8.8,33.9,2.8,135.5,Wheat,Alluvial,0,Kharif
Gumla,2042-07-18,209,35,438,6.1,0.29,0.85,3.8,12.04,1,19.73,29.45,7.92,0.68,122.5,1.87,273.8,15.6,43.5,90.5,5,120.5,Wheat,Sandy,0,Kharif
Simdega,2042-07-19,314,54,466,4.74,2.37,0.48,2.63,10.95,4.55,17.28,28.09,6.17,0.98,490.8,0.91,108.3,19.4,186.2,49.8,5.4,87.6,Vegetables,Sandy,0,Kharif
Bokaro,2042-07-20,377,49,81,5.5,0.9,1.08,3.37,9.72,3.88,8.92,31.73,7.52,2.99,444.5,0.9,348.9,14.1,73.1,26.2,3.7,218.4,Maize,Red Lateritic,0,Kharif
Garhwa,2042-07-21,68,29,455,6.38,0.32,1.85,1.52,5.42,4.1,15.56,37.16,6.16,0.27,302.3,1.83,367,21.8,38.9,75.2,3.7,231.9,Maize,Loamy,0,Kharif
Palamu,2042-07-22,375,45,95,4.58,0.87,1.77,4.01,19.61,2.02,17.98,20.71,8.41,1.52,430.4,1.08,171.5,34.9,77.5,31.6,15,209.3,Rice,Red Lateritic,0,Kharif
Hazaribagh,2042-07-23,210,33,158,7.97,2.11,1.24,3.89,9.72,0.22,13.2,22.53,6.83,1.54,353.3,1.18,312.2,11.6,88.8,31.4,11,61.9,Millets,Alluvial,0,Kharif
Ranchi,2042-07-24,186,16,141,8.37,1.9,1.64,1.36,12.86,1.31,13.5,29.9,7.18,1.92,234.3,0.83,126.6,12.1,150.6,69.9,1.2,158.1,Vegetables,Alluvial,0,Kharif
Ranchi,2042-07-25,225,44,230,5.03,0.93,0.38,1.89,2.55,2.09,1.21,17.01,8.35,0.42,177,1.35,368.2,14.7,22.9,50,11.5,145.8,Maize,Red Lateritic,0,Kharif
Palamu,2042-07-26,351,15,585,5.8,2.08,0.44,2.56,12.66,1.71,16.34,23.61,7.39,0.44,229.6,1.56,234.5,39.9,188.4,96.1,14.8,229.7,Wheat,Black,0,Kharif
Simdega,2042-07-27,365,60,414,6.84,1.4,0.84,2.25,14.48,1.42,13.21,25.09,7.89,0.78,184.9,0.61,64.3,18.8,46.8,25.8,13,82.2,Millets,Sandy,0,Kharif
Simdega,2042-07-28,199,40,56,5.79,1.5,1.62,1.72,10.63,2.06,2.64,26.14,7.69,0.46,439.4,0.39,358.6,24.5,115,69.5,8.3,143.8,Maize,Sandy,0,Kharif
Latehar,2042-07-29,336,32,467,5.96,2.12,0.31,4.45,8.9,1.81,6.12,19.68,8.21,0.53,129.6,0.67,319.2,28.2,81.4,57.4,9.4,97.5,Vegetables,Sandy,0,Kharif
Jamtara,2042-07-30,197,23,586,4.92,0.28,0.68,0.54,15.94,0.65,15.84,16.94,6.84,2.61,238.4,1.25,305.6,15.2,9.3,21.8,13.3,222.4,Maize,Red Lateritic,0,Kharif
West Singhbhum,2042-07-31,170,23,578,5.8,1.96,0.44,1.01,12.93,0.81,4.42,40,6.15,0.43,168.9,1.94,199.6,23.9,115.6,41.8,4.4,74.2,Wheat,Black,1,Kharif
Godda,2042-08-01,282,44,510,5.79,1.15,0.78,4.9,10.37,2.98,4.94,22.74,6.94,0.89,418,0.51,50.2,18.9,176.2,42.9,13.5,170.4,Pulses,Black,0,Kharif
Jamtara,2042-08-02,144,45,231,6.93,0.31,1.52,0.61,4.76,4.08,4.62,12.14,6.07,2.24,74.2,0.31,56.7,21.9,31.9,29.3,14,229.5,Maize,Sandy,0,Kharif
Khunti,2042-08-03,317,48,570,7.34,0.75,1.2,0.93,5.75,0.94,13.29,24.89,6.83,2.74,204.2,1.6,148.4,15.7,89.2,99.5,5.7,209.9,Millets,Black,1,Kharif
Palamu,2042-08-04,87,59,68,5.54,2.25,0.24,2.34,3.4,3,8.78,31.12,6.95,1.27,409,1.65,81.3,37.7,86.1,24.4,4.3,247.9,Vegetables,Sandy,0,Kharif
Bokaro,2042-08-05,99,19,478,5.67,0.89,1.68,4.06,11.21,3.31,9,28.39,6.43,0.46,286.8,0.65,74.2,24,7.4,66.8,3.5,162,Maize,Red Lateritic,0,Kharif
Godda,2042-08-06,232,58,170,6.58,0.9,1.21,2.58,15.48,1.82,13.75,32.88,7.76,1.67,239.7,0.59,110.6,19.2,46.5,41.2,7.9,171.4,Millets,Loamy,0,Kharif
Pakur,2042-08-07,365,10,464,5.69,0.26,1.35,0.99,8.85,4.43,1.82,15.68,7.84,0.81,177.9,1.95,236.7,20.2,75.4,45.1,7.1,134.7,Wheat,Red Lateritic,0,Kharif
Koderma,2042-08-08,117,16,541,4.96,2.33,0.28,1.29,4.53,2.86,16,17.45,8.06,0.98,70.7,0.83,279,31.1,155.8,37.4,1.5,190.8,Maize,Black,0,Kharif
Sahebganj,2042-08-09,129,43,54,6.84,0.49,0.39,2.01,19.02,3.32,2.42,16.89,6.31,1.5,75,1.95,337.4,18.5,75.1,83.8,8.3,126.9,Wheat,Sandy,0,Kharif
East Singhbhum,2042-08-10,113,30,370,7.03,0.83,0.64,1.7,8.35,3.47,6.5,15.48,6.43,1.75,252.1,1.66,391.8,15.5,162.1,94.2,8.6,178.8,Rice,Sandy,0,Kharif
Deoghar,2042-08-11,267,25,177,8.29,1.63,0.27,3.3,4.74,0.69,5.65,19.95,7.73,2.05,380.9,2.15,157.3,18.6,10.1,74.5,7,175,Millets,Alluvial,0,Kharif
Ramgarh,2042-08-12,201,49,124,6.68,1.42,1.4,4.58,8.89,2.81,2.31,38.96,8.41,2.9,244.3,1.36,122.3,25,172,53.8,10.1,197.8,Maize,Loamy,0,Kharif
Bokaro,2042-08-13,216,52,186,5.25,1.31,0.49,0.4,17.54,1.22,9.49,12.03,5.81,0.55,421.1,1.46,355.3,37.5,116.9,54.2,0,92.8,Maize,Sandy,0,Kharif
Lohardaga,2042-08-14,133,44,290,6.7,1.43,1.84,0.4,19.51,1.59,17.21,18.97,7.28,0.96,430.2,0.88,183.1,28.1,9,72.1,6.5,229.7,Rice,Sandy,0,Kharif
Khunti,2042-08-15,135,49,355,5.93,0.32,0.54,4.36,1.03,3.36,19.96,28.13,5.67,1.17,497.1,1.65,64.9,39.7,182.1,89,12.1,175.7,Millets,Red Lateritic,0,Kharif
Latehar,2042-08-16,93,60,130,7.47,1.03,0.72,3.04,3.22,0.31,4.34,12.74,7.54,0.33,482.4,1.49,306.7,21.8,122.7,61.4,5.6,183,Pulses,Sandy,0,Kharif
Simdega,2042-08-17,383,58,100,5.37,1.11,1.14,0.8,18.78,3.66,4.01,28.89,7.89,1.59,308.3,0.16,364.1,11.2,53.8,29.9,7.4,52.2,Millets,Sandy,0,Kharif
Ranchi,2042-08-18,373,6,465,5.21,0.42,1.9,2.11,1.65,2.29,11.66,12.21,7.35,1.87,348.7,1.25,206.4,19,56.5,94.1,1.2,179.4,Rice,Red Lateritic,0,Kharif
Ranchi,2042-08-19,217,21,413,6.53,0.51,1.06,4.62,17.02,0.22,4.19,31.62,7.13,0.39,329.9,0.85,197.4,21.1,95.4,98.3,6.6,143,Rice,Loamy,1,Kharif
Ranchi,2042-08-20,292,57,68,5.48,2.01,0.12,1.6,4.06,0.7,7.42,13.32,8.43,0.36,108.2,1.92,284.5,35.2,151.2,93.4,0.7,130.4,Vegetables,Sandy,0,Kharif
Palamu,2042-08-21,130,21,574,4.79,1.55,0.68,4.45,10.92,3.33,5.34,29.7,6.2,1.96,137.6,0.86,100.2,20.3,26.3,56.6,6.7,99.6,Wheat,Black,0,Kharif
Ranchi,2042-08-22,355,40,465,5.62,0.71,0.71,4.97,18,4.07,16.7,38.19,7.66,0.11,394.2,1.35,261.4,34.4,60.1,27.1,1.1,154.5,Wheat,Red Lateritic,0,Kharif
Ramgarh,2042-08-23,294,32,343,6.53,0.98,1.04,2.69,4.04,1.61,2.42,16.42,7.46,2.54,447.2,0.63,246.2,18.9,175.5,25.1,5.5,174.6,Maize,Sandy,0,Kharif
Deoghar,2042-08-24,278,29,312,7.77,0.97,0.18,0.27,9.76,3.45,3.12,13.88,6.53,2.23,174.8,0.95,288.6,12.1,175,58.2,12,80.8,Millets,Alluvial,0,Kharif
Gumla,2042-08-25,183,17,586,6.65,0.44,1.5,4.01,18.07,3.21,4.17,32.93,8.24,2.32,232.7,0.97,71.3,37.5,108.7,85,12.4,73.4,Millets,Loamy,0,Kharif
Ranchi,2042-08-26,159,15,422,8.02,1.83,1.98,3.91,5.26,1.65,15.17,30.09,5.78,1.89,433.3,0.77,294.2,27.3,116.3,55.5,8.2,241.9,Rice,Alluvial,0,Kharif
Jamtara,2042-08-27,54,36,536,4.87,2.13,1.8,4.17,5.85,2.15,14.41,34.78,8.36,2.59,293.4,1.01,281,13.3,184,81.6,14,232.6,Maize,Black,0,Kharif
Giridih,2042-08-28,315,49,508,6.96,2.36,1.08,0.83,6.37,1.85,19.75,36.38,8.01,1.65,276.8,0.23,213.1,19.7,153.5,20.8,8,142,Pulses,Loamy,0,Kharif
Deoghar,2042-08-29,290,7,104,8.25,1.55,0.28,4.76,17.29,4.74,5.98,37.01,8.4,2.61,401.3,0.54,305.9,16.3,140.5,73.7,8.2,226.9,Millets,Alluvial,0,Kharif
Saraikela Kharsawan,2042-08-30,206,25,156,6.78,0.95,0.55,3.14,4.57,1.91,13.46,14.47,8.34,2.98,497.6,1.71,325.5,20.4,23.5,31.3,11.4,125.4,Maize,Sandy,0,Kharif
Giridih,2042-08-31,145,18,254,8.08,0.61,0.7,4.65,4.89,0.47,18.7,27.18,6.36,1.71,110.1,2.41,170.6,30.2,87.5,59,11.4,179.4,Wheat,Alluvial,0,Kharif
Lohardaga,2042-09-01,85,33,453,7.25,1.59,0.24,2.33,17.72,4.81,15.85,29.59,7.59,0.55,119.8,2.37,311.3,28.1,142,79.9,3.8,131,Vegetables,Sandy,0,Kharif
West Singhbhum,2042-09-02,346,29,594,5.26,0.82,1.88,2.71,18.33,1.83,12.48,37.57,6.93,0.42,296,1.9,321.5,27,164.9,21.4,4.1,135.2,Pulses,Red Lateritic,0,Kharif
Khunti,2042-09-03,332,28,214,7.8,1.84,0.57,1.16,8.46,0.29,4.3,30.37,6.34,0.33,67.3,0.34,356.1,39.9,42.7,84.5,7.1,218.1,Millets,Alluvial,0,Kharif
West Singhbhum,2042-09-04,153,13,555,6.4,1.32,1.59,2.76,9.23,0.52,5.89,22.73,5.74,2.92,183.3,1.27,341.2,20.5,164.5,24.7,1.6,163.5,Rice,Black,0,Kharif
Latehar,2042-09-05,54,18,110,7.57,2.36,1.93,1.08,1.23,4.52,12.45,31.35,7.75,2.89,461.6,1.95,262.4,14.2,157.6,78.2,5.5,162.8,Rice,Alluvial,0,Kharif
Latehar,2042-09-06,174,28,512,7.91,2.15,1.13,1.46,6.4,0.66,14.51,20.9,7.4,2.61,471.5,2.36,119.1,35.7,198.7,60.6,4.2,203.5,Vegetables,Black,0,Kharif
Dumka,2042-09-07,355,11,359,7.49,0.96,0.36,3.1,11.15,2.6,15.41,25.17,6.06,1.82,59.1,1.99,308.1,25.9,85.7,55.1,9.3,171.9,Pulses,Sandy,0,Kharif
Khunti,2042-09-08,248,30,469,5.65,1.49,1.78,1.26,17.73,0.42,14.36,39.2,8.04,1,451.5,2.1,148.9,34.3,19.3,46.3,0.8,224.3,Rice,Sandy,0,Kharif
Dumka,2042-09-09,165,30,479,7.02,0.22,0.19,4.66,18.91,3.93,10.52,15.82,7.63,1.78,475.9,0.49,230.6,12.6,123.6,63.4,12.6,231.9,Rice,Sandy,0,Kharif
Koderma,2042-09-10,266,31,261,8.08,0.56,0.83,4.63,6.03,0.95,15.41,20.97,6.86,0.16,372.5,2.04,102.8,21.7,104.8,62.3,12.7,85.4,Millets,Alluvial,0,Kharif
Ramgarh,2042-09-11,147,52,144,5.22,0.86,1.54,2.91,15.22,0.48,8.32,27.65,8.26,1.5,350.6,2.27,276.3,18.8,126.9,85.5,7.8,238.6,Pulses,Red Lateritic,0,Kharif
Gumla,2042-09-12,148,5,437,5.59,0.73,0.14,2.52,6.53,4.43,11.22,39.79,6.08,0.63,301.2,0.27,363.1,32.2,132.6,65.7,4.7,87.6,Rice,Red Lateritic,0,Kharif
Simdega,2042-09-13,276,56,478,6.41,1.22,0.91,2.36,2.89,2.88,9.78,13.05,6.5,2.01,401.2,1.84,87,25.9,74.4,35.9,12.7,245.5,Maize,Sandy,0,Kharif
Khunti,2042-09-14,81,14,93,6.08,0.38,0.93,1.02,12.87,1.35,15.31,18.39,6.61,2.3,150.2,1.07,116.1,19.4,104.1,66.3,1.6,215.8,Millets,Sandy,0,Kharif
Simdega,2042-09-15,207,13,97,4.88,2.46,1.55,1.21,6.02,3.84,4.31,27.07,5.95,2.94,444,0.57,238.6,38.1,134.3,69.1,14.3,123.5,Pulses,Sandy,0,Kharif
Garhwa,2042-09-16,130,26,97,7.58,2.44,0.56,3.07,11.63,1.86,15.32,27.61,7.17,2.8,111.5,1.28,311.5,34.4,105,86.3,11.7,172.2,Pulses,Alluvial,0,Kharif
Pakur,2042-09-17,117,26,319,8.09,0.64,0.26,4.18,3.22,2.79,6.1,30.05,5.52,0.79,259.3,2.38,363.6,39.6,9.5,89.2,12.8,121.3,Vegetables,Alluvial,0,Kharif
Pakur,2042-09-18,337,52,133,5.91,1.83,0.17,1.11,7.07,1.65,10.37,15.06,6.65,2.56,377.8,0.21,265.7,18.9,26.7,98.3,10.6,96.2,Maize,Sandy,0,Kharif
Simdega,2042-09-19,154,45,515,6.08,2.28,1.03,4.19,8.68,2.34,11.02,18.4,7.29,2.35,418.6,1.24,384.5,10.8,2.4,91.7,8.3,217,Wheat,Black,0,Kharif
Sahebganj,2042-09-20,198,20,122,5.94,1.87,1.51,3.09,3.36,2.12,19.66,23.18,6.36,1.58,405.3,2.17,327.4,18.2,117.7,53,3.6,207.7,Wheat,Sandy,0,Kharif
Bokaro,2042-09-21,280,34,454,7.56,1.02,1.45,0.65,11.03,4.93,16.17,10.1,7.09,0.35,357.3,1.23,167,18.7,179.2,42.5,14.4,69.5,Vegetables,Alluvial,0,Kharif
Godda,2042-09-22,73,13,176,7.16,1.17,0.17,0.26,8.18,4.19,9.15,18.98,7.43,2.16,95.1,0.49,120.8,17.9,62.9,36.6,5.1,219.9,Rice,Sandy,0,Kharif
Saraikela Kharsawan,2042-09-23,301,43,461,5.81,0.75,0.79,3.99,2.39,2.67,7.2,15.83,7.57,2.69,224.6,1.21,121.9,19.3,106.8,65.5,1.3,218.8,Vegetables,Red Lateritic,0,Kharif
Pakur,2042-09-24,295,39,350,6.66,0.64,1.81,4.42,6.13,1.56,14.82,12.25,5.82,2.9,232.2,0.46,90.3,18.3,97.4,70,9,131.7,Wheat,Sandy,0,Kharif
Latehar,2042-09-25,292,34,181,6.04,2.46,1.43,3.92,18.37,0.66,9.87,34,8.35,0.32,387.1,2.01,218.2,21.2,139,48.5,13,57.7,Pulses,Loamy,1,Kharif
Ranchi,2042-09-26,96,34,418,7.64,0.38,1.15,2.48,12.26,3.42,8.93,32.22,6.04,2.95,216.4,2.17,288.8,11.2,0.9,97.5,1.2,58.3,Vegetables,Alluvial,0,Kharif
Koderma,2042-09-27,248,37,74,7.71,1.71,0.97,1.17,17.89,2.47,16.79,24.66,7.95,2.54,203.4,1.04,233.5,27.9,70.4,32.1,6.1,80.4,Vegetables,Alluvial,0,Kharif
Giridih,2042-09-28,390,41,480,4.74,1.81,0.99,0.42,10.35,3.67,4.72,10.49,7.05,2.9,174.4,0.99,142.7,31.1,27.2,58.2,5.8,101.1,Vegetables,Sandy,0,Kharif
East Singhbhum,2042-09-29,359,57,281,5.42,0.88,1.82,1.99,3.38,1.15,9.15,18.27,6.2,0.14,404.7,0.14,347.3,36.2,135.2,64.8,10.6,136.7,Millets,Red Lateritic,0,Kharif
East Singhbhum,2042-09-30,248,33,456,6.66,1.58,1.51,0.73,8.49,0.8,15.38,36.08,7.22,0.19,294.4,2.23,179.3,18.5,17.6,71.9,8.3,195.8,Vegetables,Loamy,0,Kharif
West Singhbhum,2042-10-01,214,6,543,6.27,0.47,1.11,4.74,12.52,0.47,19.24,25.47,5.71,2.87,166.8,0.35,219.7,37.3,139.8,74.9,11,157.3,Vegetables,Black,0,Kharif
Ramgarh,2042-10-02,278,39,169,5.07,0.22,0.79,3.5,9.09,0.98,17.3,11.48,7.44,2.73,142.7,0.7,287.3,23.1,13,29.8,3.1,126,Millets,Red Lateritic,0,Kharif
Deoghar,2042-10-03,312,52,268,8.12,2.43,0.16,2.09,1.83,1.53,11.41,15.19,7.09,2.94,495.2,1.37,314.5,25.1,110.2,99.3,4.6,174.1,Rice,Alluvial,0,Kharif
Pakur,2042-10-04,87,49,271,7.6,2.15,1.05,3.08,14.99,4.04,15.5,35.95,6.45,1.62,199.4,1.44,156.2,20.8,81.2,93.7,1.9,246.2,Maize,Alluvial,0,Kharif
Pakur,2042-10-05,356,45,540,6.19,0.69,1.93,2.15,9.04,2.89,15.43,32.89,7.23,0.92,419,1.67,337.2,11.7,13.1,80.6,1,51.4,Vegetables,Loamy,0,Kharif
Deoghar,2042-10-06,61,42,383,7.96,1.45,1.97,4.44,8.56,0.79,11.15,19,7.55,1.83,472.2,0.33,346.6,27.7,55,61.4,14,236.4,Pulses,Alluvial,0,Kharif
Giridih,2042-10-07,357,10,146,6.23,0.48,1.62,2.69,7.43,2.28,6.25,29.39,6.57,1.21,437.3,0.91,145.9,20.6,134.4,20.8,5.4,159.4,Rice,Sandy,0,Kharif
Palamu,2042-10-08,159,37,136,6.14,0.56,0.65,3.07,11.81,3.27,16.37,23.65,6.3,2.58,407.1,0.54,397.1,17.2,192.8,95.5,11.3,147.8,Rice,Sandy,0,Kharif
Jamtara,2042-10-09,220,9,104,4.98,1.78,0.73,1.2,10.59,1.45,4.96,36.52,7.11,0.96,409.7,2.13,87.8,35.9,142.6,62.7,12.5,99,Maize,Sandy,0,Kharif
Hazaribagh,2042-10-10,258,32,355,6.7,1.42,1.17,1.44,17.7,3.1,8.45,22.01,7.42,2.45,220.2,0.99,346.5,27,67.8,29.2,11.5,91.8,Pulses,Sandy,0,Kharif
Simdega,2042-10-11,295,55,229,5.76,0.28,1.32,1.32,4.31,3.54,11.71,38.43,5.66,0.94,217.7,0.48,89.7,23.6,73.8,60.1,12.3,134.4,Wheat,Red Lateritic,0,Kharif
Koderma,2042-10-12,307,38,177,5.85,2.18,1.22,3.55,14.22,3.04,8.53,30.27,6.11,2.53,329.8,1.06,227.7,12.7,99.2,61.5,4.1,92.6,Millets,Sandy,0,Kharif
Chatra,2042-10-13,383,29,63,4.6,2.18,1.55,2.47,15.11,0.54,9.55,11.3,8.31,2.28,152.6,2.26,137.9,16.9,29,90.1,9.2,57.7,Vegetables,Sandy,0,Kharif
Sahebganj,2042-10-14,283,53,210,8.38,2.25,0.56,3.93,2.98,1.71,9.83,30.85,6.57,1.34,432.7,0.34,284.3,14.2,86.8,55.6,3.4,212.2,Wheat,Alluvial,0,Kharif
Simdega,2042-10-15,122,40,247,6.65,1.08,0.24,1.66,1.37,3.32,6.54,13.42,7.4,0.38,345.2,1.16,177,36.2,130.1,41.7,10.2,242.5,Vegetables,Sandy,0,Kharif
Koderma,2042-10-16,383,43,196,8.01,1.21,0.3,3.25,15.77,0.33,1.45,32.48,7.66,2.12,305.2,1.86,262.9,20,65.5,79.7,11.8,167.4,Wheat,Alluvial,0,Kharif
Gumla,2042-10-17,294,40,301,8.02,2.05,0.38,4.22,14.03,2.75,1,31.63,6.67,2.34,114.3,1.97,327.8,34.4,110.1,42.7,13.1,78.6,Millets,Alluvial,0,Kharif
Simdega,2042-10-18,51,25,385,6.43,0.34,0.91,2.24,19.02,0.34,18.58,38.64,7.46,2.54,156.5,0.43,92.7,37.5,195.4,68.9,6.5,115.7,Millets,Loamy,0,Kharif
Dumka,2042-10-19,91,17,199,5.52,2.39,0.44,0.57,4.97,0.5,8.57,24.66,6.1,0.58,377.4,2.23,106.6,23.4,175.4,89.3,5.5,157,Pulses,Sandy,0,Kharif
East Singhbhum,2042-10-20,258,5,538,7.11,0.78,0.21,3.31,9.54,4.66,15.03,16.55,6.19,1.05,423,2.08,192.6,10.3,24.9,25.6,2.2,205.8,Millets,Black,0,Kharif
Khunti,2042-10-21,127,31,395,7.84,1.24,0.6,3.11,13.48,3.04,12.21,13.52,8.35,0.67,150.3,2.47,198.2,26.3,182.1,20.7,9.4,164.3,Rice,Alluvial,0,Kharif
Koderma,2042-10-22,267,55,135,7.51,2.42,1.31,4.78,3.71,2.19,4.64,39.44,7.34,0.27,375.2,1.12,140.5,22.6,105.1,71.8,9.4,55.9,Millets,Alluvial,0,Kharif
Garhwa,2042-10-23,98,50,508,5.71,0.44,0.47,1.94,14.4,1.73,12.47,36.12,6.66,0.69,391.2,1.69,225.3,22.8,53.6,56.8,11.5,180.5,Pulses,Red Lateritic,0,Kharif
Dhanbad,2042-10-24,144,53,463,6.96,0.63,0.36,3.91,6.36,3.38,19.69,20.89,8.49,0.8,429.3,0.38,150.9,29.7,75.5,74,7.9,57,Vegetables,Sandy,0,Kharif
Khunti,2042-10-25,363,6,594,7.74,0.71,0.84,4.65,5.22,4.45,15.94,21.64,7.17,2.86,194.4,1.49,320.9,10.1,122.6,72.8,3.5,68,Pulses,Black,0,Kharif
Giridih,2042-10-26,156,13,326,5.24,0.91,0.38,3.84,12.77,0.98,18.02,22.91,7.19,0.21,98.1,1.58,195.5,21.6,154.7,27.3,0.7,82.3,Wheat,Red Lateritic,0,Kharif
Ranchi,2042-10-27,184,8,207,6.72,1.67,0.86,4.13,16.19,1.57,9.19,33.05,6.69,1.22,52.5,2.42,153.7,24.1,190.6,42.4,0,185.1,Wheat,Loamy,0,Kharif
Chatra,2042-10-28,56,34,446,6.97,1.87,0.9,1.39,9.88,3.67,15.84,25.77,7.73,1.37,174.8,0.12,171.2,29.3,191.3,92.2,12.9,174.3,Rice,Sandy,0,Kharif
Ramgarh,2042-10-29,279,51,314,5.98,1.64,1.38,1.54,15.07,0.83,2.64,14.5,5.89,0.95,290.9,1.75,332.5,14.1,88.1,67.5,10.6,84.4,Pulses,Sandy,0,Kharif
Garhwa,2042-10-30,315,12,149,4.57,0.99,0.22,2.9,8.44,1.49,3.54,22.27,6.26,0.13,494.2,2.21,312.6,21.3,30.6,58.1,5.1,105.6,Pulses,Red Lateritic,0,Kharif
Gumla,2042-10-31,70,8,252,6.63,2.24,0.97,4.78,17.77,0.66,7.14,15.7,8.48,0.8,207.3,0.1,63.9,11.7,173.6,67.8,13.1,81.2,Rice,Sandy,0,Kharif
Gumla,2042-11-01,93,15,449,6.43,1.03,1.61,3.16,5.25,1.82,3.46,22.29,7.98,0.55,383.4,0.81,175.3,19.1,92.9,47.7,12.9,59.4,Rice,Sandy,0,Rabi
Deoghar,2042-11-02,58,27,332,6.43,2.28,1.42,2.11,16.45,0.21,12.1,22.77,5.77,0.87,395.9,1.88,312,30.7,122.6,67.7,14.3,122.5,Rice,Sandy,0,Rabi
Giridih,2042-11-03,156,12,417,5.24,0.38,0.21,4.89,4.25,3.81,6.74,33.89,7.31,2.99,448.5,1.08,301.3,37.1,76,59.7,6.2,114.4,Pulses,Red Lateritic,0,Rabi
Saraikela Kharsawan,2042-11-04,294,44,449,7.45,1.96,1,2.77,6.83,2.83,7.68,36.85,7.77,2.55,334.8,1.02,79.5,17.6,42.6,70.7,10.2,163.4,Millets,Sandy,0,Rabi
Sahebganj,2042-11-05,257,53,293,6.71,0.76,1.08,4.87,15.41,2.02,6.33,16.08,5.62,1.54,156.2,1.64,237.8,21.7,105,27.6,0.6,147.7,Wheat,Sandy,0,Rabi
Gumla,2042-11-06,70,59,376,6.15,1.86,0.12,1.98,16.79,0.41,15.05,14.55,7.74,0.42,165.1,1.06,184.6,15.8,81.9,69.9,4.4,51.9,Millets,Sandy,0,Rabi
Koderma,2042-11-07,385,37,522,5.98,0.89,1.74,2.25,7.38,3.37,10.92,37.07,5.66,0.14,148.5,2.23,184.6,14.1,100.7,91.9,14.2,176.5,Pulses,Red Lateritic,0,Rabi
Godda,2042-11-08,277,30,176,5.69,2.31,1.29,1.69,17.65,3.21,17.01,16.35,7.66,1.72,332.9,2.26,386.4,38.4,100.6,94.4,0.1,102.7,Rice,Sandy,0,Rabi
Simdega,2042-11-09,259,10,121,8.2,1.51,0.96,3.82,10.55,3.74,18.54,29.64,6.19,0.6,215.7,1.22,196.3,25.9,180.4,49.7,9.3,50.8,Maize,Alluvial,0,Rabi
Garhwa,2042-11-10,305,31,578,7.4,1.16,1.02,1.05,3.64,3.08,19.7,13.14,6.17,0.6,236.5,1.93,251.5,21.5,174.4,27.8,12.5,101.3,Wheat,Black,0,Rabi
Hazaribagh,2042-11-11,333,47,80,5.15,2.34,0.87,3.21,19.03,0.67,7.36,32.92,5.78,1.27,300.7,0.8,370.3,20.1,28.9,45.4,0.4,60,Pulses,Sandy,0,Rabi
East Singhbhum,2042-11-12,91,39,194,8.44,0.94,1.82,2.02,2.29,0.46,3.31,38.53,7.37,0.83,334.4,0.73,325.5,10.4,156.9,40.5,13.9,248.8,Wheat,Alluvial,0,Rabi
